AREA,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL
Andaman & Nicobar Islands,1961,82.1,99.4,33.2,88.1,973.1,383.3,304.9,557.1,612,379.9,280.6,144.5,3938.2
Andaman & Nicobar Islands,1962,152.4,14.9,17.3,46.4,310.4,367.7,409.1,420.6,474.5,259.8,101.7,384.9,2959.7
Andaman & Nicobar Islands,1963,79.9,26.8,7.4,69.5,259.9,434.7,303.3,601.2,614.3,295.5,109.3,179.9,2981.7
Andaman & Nicobar Islands,1964,65.5,21.9,3.1,18.1,530.6,465.3,287.3,472.1,521.2,218.9,349.2,101.6,3054.8
Andaman & Nicobar Islands,1965,11.8,30.4,25.3,51,292.3,408.8,392.1,396.6,576.8,290.5,187.9,500.4,3163.8
Andaman & Nicobar Islands,1966,79.8,4.2,12,38.7,376.9,148.8,433.5,335.6,454.1,171.9,333.8,311.9,2701.2
Andaman & Nicobar Islands,1967,164.6,21.6,30,63.4,516.4,340.8,537.8,614.3,303.5,427.5,99.7,97,3216.4
Andaman & Nicobar Islands,1968,22.1,1.3,4.2,81.5,297.6,545.2,519.3,242,496.8,281.6,152,119.2,2762.8
Andaman & Nicobar Islands,1969,106.3,64.7,14.6,20.8,317.3,422.8,345.2,281.4,489.8,146.8,343.7,65.8,2619
Andaman & Nicobar Islands,1970,72.2,34,7.8,58.2,422.7,407.3,564.6,342.9,423.5,386.6,418.4,232.7,3370.8
Andaman & Nicobar Islands,1971,41.5,32.8,37.7,35.3,398,394.6,421.1,327.9,470.2,505.3,178.4,155.9,2998.6
Andaman & Nicobar Islands,1972,13.7,1.7,7.5,178.3,420.2,470,544.6,384.9,444.5,263.8,413.9,180,3323
Andaman & Nicobar Islands,1973,18.1,20.3,30.5,29.6,418.6,488.6,371.4,370.3,357.5,247.2,349.8,289.1,2991.1
Andaman & Nicobar Islands,1974,22.2,43.9,17.2,301.4,353.3,343.8,257.1,456.2,321.6,398.4,372.2,74.8,2962
Andaman & Nicobar Islands,1975,276.9,27.5,8,24.2,362.9,706.3,173.6,357.4,351.8,373.6,323.7,99.7,3085.7
Andaman & Nicobar Islands,1976,20.9,9.7,0.6,161.6,551.4,441.4,382.1,487.7,387,166.8,307.2,359.6,3276
Andaman & Nicobar Islands,1977,79.7,43.2,6.1,6.9,275.3,339.3,341.1,345.5,467.1,263.6,153.3,67.1,2388.2
Andaman & Nicobar Islands,1978,109.6,29.3,18.9,63.4,343.6,462.2,656.6,346.3,310.8,243.7,83.4,44.6,2712.4
Andaman & Nicobar Islands,1979,35.5,9.4,3.9,64.8,146.3,282.8,455.9,173.6,330.2,163.5,169.8,13.6,1849.4
Andaman & Nicobar Islands,1980,5.5,0.8,9.2,38.8,728.4,604.2,575.7,494.4,271.9,252,143.7,500.7,3625.3
Andaman & Nicobar Islands,1981,11.1,27.8,1.7,94.1,270.8,600.6,344.1,510.7,452.6,242.1,348.4,170.7,3074.8
Andaman & Nicobar Islands,1982,8.8,2.8,6.6,97.5,229.2,448.7,410.5,347.6,369,164.5,238.8,60.5,2384.5
Andaman & Nicobar Islands,1983,22.1,0,3.1,9.1,240.8,424.3,468.9,493.8,505.5,275.8,261,88.1,2792.4
Andaman & Nicobar Islands,1984,69.4,173.8,26.3,156.6,162.3,424.9,446.4,125.8,283.6,347.1,158.9,445.2,2820.3
Andaman & Nicobar Islands,1985,12,19.2,24.1,55,278.1,588.4,230.9,375.2,362.5,358.9,232.1,94.4,2630.8
Andaman & Nicobar Islands,1986,14.8,0.6,1.5,8.2,302.6,312.2,308.5,444,408.9,176.1,163.5,47,2187.8
Andaman & Nicobar Islands,1987,72.4,35.2,20.4,17.7,162.9,343.7,45.3,666.5,378.9,373.4,313.4,334.1,2764
Andaman & Nicobar Islands,1988,10.2,39.9,28,82.7,427.5,357.4,495.6,354.2,603.3,271.4,583,69.9,3323
Andaman & Nicobar Islands,1989,56,12.8,68.1,42.6,379.3,414.9,380.1,413.2,215.9,291.8,255,4,2533.6
Andaman & Nicobar Islands,1990,13.4,0.2,24.6,87.5,424.6,291,213.2,293.3,310.4,133.6,291.1,100.3,2183.4
Andaman & Nicobar Islands,1991,14.1,3.8,28,132.9,191.3,165.7,547.2,486.5,489.9,287.6,130.1,58.5,2535.8
Andaman & Nicobar Islands,1992,75.9,10.9,0,5.1,241.7,392,348.2,372.3,323.7,257.3,64.3,7.2,2098.7
Andaman & Nicobar Islands,1993,14.9,0,129.9,43.7,181.4,257.1,391.7,226.7,437,299.3,189,66.7,2237.4
Andaman & Nicobar Islands,1994,7.2,35.5,129.4,154.6,403.2,386.3,569.7,460.5,775.1,137.5,180.3,23.8,3262.8
Andaman & Nicobar Islands,1995,51.8,12.5,12.1,21.1,314.8,450.4,501.4,555.8,426.4,294.7,452.9,21.6,3115.4
Andaman & Nicobar Islands,1996,52.2,4.8,3.4,122.7,298,559.2,335.5,328,541.6,318.5,254.2,178.8,2996.9
Andaman & Nicobar Islands,1997,9.5,0,0.2,15.6,281.1,199.5,918.5,430.6,440.2,128.7,292.8,38.4,2755.1
Andaman & Nicobar Islands,1998,0.9,0,0,0,348.9,600,364.5,258.9,337.8,618.6,227.8,89,2846.4
Andaman & Nicobar Islands,1999,46.8,44.6,14.2,270.6,257.4,295,408.5,329.2,325.3,437.5,124.9,145.7,2699.7
Andaman & Nicobar Islands,2000,53,59,171.3,218.1,422.8,357,176.3,460.8,250.1,321.2,158.3,115.2,2763.2
Andaman & Nicobar Islands,2001,89,15.7,143.3,30.1,705.3,370.7,341.3,469,334.4,267.6,222.6,91.8,3080.9
Andaman & Nicobar Islands,2002,10.6,0,11.5,100.2,366.7,358.3,317.4,429.8,420,169,306.7,129.9,2620.2
Andaman & Nicobar Islands,2003,44.3,7.9,149.2,19.4,296.3,159.9,494.9,379.4,371.9,310.4,74.1,48,2355.9
Andaman & Nicobar Islands,2004,54.5,35.9,36.5,41.6,505.1,423.9,378.9,308.7,280.7,223.9,169.9,0.4,2460.1
Andaman & Nicobar Islands,2005,0,0,20.3,51.1,305.3,452.4,429.3,311.1,507.5,293.5,300.1,283.9,2954.7
Andaman & Nicobar Islands,2006,16.3,14.4,48.9,163.7,321.4,366,182.7,219.6,546.5,374.7,76.1,74.4,2404.7
Andaman & Nicobar Islands,2007,4.9,1.6,5,54.6,370,378.3,463.2,465.3,486.4,209.4,223.9,85.6,2748
Andaman & Nicobar Islands,2008,9.9,67.7,115.8,216.1,545.5,457.8,511.2,482.1,332,243.7,321.1,72,3374.8
Andaman & Nicobar Islands,2009,24.5,6.3,44.2,136.5,313.1,633.5,297.3,351.5,344.7,272.8,66.2,48,2538.6
Andaman & Nicobar Islands,2010,101.7,8,0.7,12.5,319,448.9,521.9,563.8,263.3,402.4,268.5,246.4,3157.1
Andaman & Nicobar Islands,2011,265.9,84.8,272.8,111.4,326.5,383.2,583.2,441.5,757.1,212.3,150.8,238.5,3828
Andaman & Nicobar Islands,2012,119.9,45.6,30.9,55.8,533.9,458.2,317.3,369.6,868.9,209.7,300.5,187.3,3497.6
Andaman & Nicobar Islands,2013,67.1,37.6,43,46.3,509.3,777,564.8,336.7,473.6,455.8,354.2,92.3,3757.8
Andaman & Nicobar Islands,2014,41.9,8.6,0,11.1,238,416.6,467.6,321.6,412.9,402.6,201.2,100.4,2622.4
Andaman & Nicobar Islands,2015,126.8,7.6,3.1,138.2,331.9,346.4,328.9,480,523.3,252.1,236.3,129.9,2904.6
Andaman & Nicobar Islands,2016,72,15.8,5.4,2.4,191.1,429.4,301.2,227.7,604.3,287.2,181.7,533.7,2851.9
Andaman & Nicobar Islands,2017,228.7,5.6,33,108.3,275.8,349.1,389.4,414.7,372.8,263,205.9,243.7,2890
Arunachal Pradesh,1961,50,204.2,289.6,181,492.3,595.5,738.3,547.9,256.2,260.5,57.1,3.9,3676.5
Arunachal Pradesh,1962,37.2,87.1,45.1,250.3,601.9,1088.8,758.1,1405.9,222.4,255.6,120.23,98.34,4970.97
Arunachal Pradesh,1963,14.6,35.2,168.6,262.6,346.4,755.4,817.4,1199.3,366.4,136.4,20,15.7,4138
Arunachal Pradesh,1964,55.4,90.3,81.1,219.7,286.4,1432.8,1506.1,492.1,465.1,246.2,12.2,71.9,4959.3
Arunachal Pradesh,1965,37.4,120.7,103.7,254.4,306.9,404.7,315.8,351.3,172.9,51.5,72.6,4.9,2196.8
Arunachal Pradesh,1966,22.4,91.5,98.4,180.2,177.9,473.2,432.7,411.6,197.6,78.9,39,6.3,2209.6
Arunachal Pradesh,1967,13.3,45.5,147.9,96.6,164,253.1,434.5,220.8,212.8,58.5,10,11.5,1668.5
Arunachal Pradesh,1968,54.2,41.4,135.9,117.6,307.2,510.1,404.8,227.5,243.5,75.8,12.5,8.4,2139
Arunachal Pradesh,1969,19.2,10,33.8,127,202.3,412.3,405.1,333.9,241.4,42.9,34.8,15.1,1877.7
Arunachal Pradesh,1970,49.2,78.8,57.4,108.8,213.4,409.6,377.9,245.4,287.4,138.6,6.9,0,1973.4
Arunachal Pradesh,1971,56,67.8,47.1,121.8,222.4,446,385.5,288.2,239.6,235.1,67.8,7.3,2184.5
Arunachal Pradesh,1972,39.2,114.2,108.3,231.5,299.5,314.4,438.3,270.7,334.5,83.3,25.9,21.5,2281.3
Arunachal Pradesh,1973,136.4,147.1,82.3,215.3,256.5,571.1,284.8,271.3,258.3,110.2,88.9,35.4,2457.5
Arunachal Pradesh,1974,130.9,95.4,127.8,272.6,248.3,466.7,648.9,446.8,461.2,121.1,14,30.3,3063.9
Arunachal Pradesh,1975,17.3,76.9,101.7,165.1,188,268.5,427,185.2,297,451.6,21.5,13.6,2213.3
Arunachal Pradesh,1976,8.9,112.9,168,229.3,210.7,506.3,375.4,357.4,177.5,139.7,87.9,45.6,2419.5
Arunachal Pradesh,1977,71.2,133.5,209.3,560.2,417.8,543.5,484.7,610.1,311.9,213.5,141,77.7,3774.3
Arunachal Pradesh,1978,37.1,82.2,150.6,216.4,345.6,577.2,357.5,172.4,310.4,133,146.1,2.5,2531
Arunachal Pradesh,1979,47.4,81.6,138.2,158.8,210.3,239.4,665.4,296.9,417.5,409.6,27.4,81.2,2773.6
Arunachal Pradesh,1980,65.6,130.4,251.4,372,245.5,530.9,514.1,544.7,367.4,185.4,7.8,0.2,3215.3
Arunachal Pradesh,1981,93.1,136.1,255.2,197.4,285,494.9,549.3,360.6,262.6,71.8,29.3,55.5,2790.9
Arunachal Pradesh,1982,6.4,100.4,151.2,335.3,241.4,429.8,593,197,526.6,82.3,53.8,62.2,2779.5
Arunachal Pradesh,1983,65.4,171.1,217.6,351.2,301.9,551,563.2,389.9,476.4,191.7,14.9,40.8,3335.3
Arunachal Pradesh,1984,98.1,42.8,166.9,389.3,448.7,417.3,671,309.2,455.5,184.1,5.7,89.5,3278
Arunachal Pradesh,1985,54.1,81,255.6,347.1,345.5,506,657.8,326.3,502.2,116.6,25.4,48.8,3266.2
Arunachal Pradesh,1986,19.3,90.1,122.8,335.3,101.8,402.5,453.7,355.3,387.6,176.6,36.6,14,2495.6
Arunachal Pradesh,1987,3.7,72.5,147.7,352,230.8,501.5,754.9,558.8,646.6,101.1,24.1,39.6,3433.2
Arunachal Pradesh,1988,50.9,118.3,250.7,278.9,535.9,287,868.1,815.6,486.3,416.4,34.2,13.1,4155.3
Arunachal Pradesh,1989,52.6,171.9,92.9,388.7,239.7,484.2,640.7,305.3,526.5,281.7,77.9,19.6,3281.6
Arunachal Pradesh,1990,54.8,112.4,149,289.9,366.2,857.2,534,352.8,625.5,240.6,2,19.7,3604
Arunachal Pradesh,1991,24.9,86,110.7,193.3,423.7,608.3,607.7,603.4,484.5,189,22.2,80.8,3434.4
Arunachal Pradesh,1992,33.2,128.9,184.6,196.4,239.2,522.9,557.2,294.3,328.2,201.5,11.5,8.9,2707
Arunachal Pradesh,1993,95.7,125.4,134.4,130.6,408.3,569.5,619.2,691.9,323.1,228.6,14.7,7.5,3348.9
Arunachal Pradesh,1994,48.2,72.6,215.3,232.1,382.9,416.1,233,280.2,225,161.6,14.1,6.2,2287.4
Arunachal Pradesh,1995,20.6,79.9,84.3,198.8,363.9,686.9,714.5,328.8,425.1,82.4,51,32.6,3068.8
Arunachal Pradesh,1996,35.7,56.2,163.6,171.4,398.2,316.2,593,372.1,191.2,212.5,9.1,1.4,2520.5
Arunachal Pradesh,1997,26.2,68.5,158.5,94.7,212.6,548,395.2,237,403.5,58.5,45.9,26.3,2274.9
Arunachal Pradesh,1998,26.7,78.8,193.6,125,275,839.8,823.8,807,236.8,187.2,20.5,2.5,3616.7
Arunachal Pradesh,1999,7.9,6.1,40.4,159.6,343.2,450,376.9,438.1,254,207.9,28.3,4.3,2316.6
Arunachal Pradesh,2000,54.1,47.1,139.9,293.8,267.2,459.8,395.4,387.4,407.4,81.3,53.9,9.6,2596.8
Arunachal Pradesh,2001,53.1,66.6,134.9,229.9,195.6,277.2,302.6,279.9,288.1,173.8,19.3,14.9,2036
Arunachal Pradesh,2002,74.2,37.2,126.3,248.2,197.1,396.8,604,290.7,257.9,94,45,17.9,2389.2
Arunachal Pradesh,2003,22.9,83.2,109.6,182,173.5,424.3,645.3,327.2,259.9,182.6,25,16.2,2451.8
Arunachal Pradesh,2004,38,39.1,175.5,210.2,298.7,402.9,654.3,243,278.5,184.8,5.6,15.2,2545.7
Arunachal Pradesh,2005,48.4,167.6,229.5,195.3,179.8,269.3,430.8,400,243.6,139.3,28.6,3.3,2335.5
Arunachal Pradesh,2006,6,103.7,63.3,202.7,321.7,520.4,382.2,227.6,263.2,77.2,69.7,21.7,2259.6
Arunachal Pradesh,2007,13.4,97.4,48.1,292.4,250.4,530.2,761,364.6,529.3,102.6,24.3,6.9,3020.7
Arunachal Pradesh,2008,76.7,39.7,122.6,192.4,185,423.6,456.1,439.3,189.7,115.1,1.7,2.6,2244.4
Arunachal Pradesh,2009,18,92.8,72.1,132.7,189.9,259.1,329.9,370.3,152.5,82.9,33.9,15.9,1749.9
Arunachal Pradesh,2010,0.6,13.2,237.8,466.9,312.7,509.9,378,321.5,444.2,97.7,58.9,14.2,2855.7
Arunachal Pradesh,2011,40,51.3,174.5,240.8,219.6,288.4,531.4,277.6,286.7,51.9,16.2,15.2,2193.7
Arunachal Pradesh,2012,57.8,35.8,134.2,403.4,187.4,645.8,638.9,316,724.9,248.1,22,26.2,3440.3
Arunachal Pradesh,2013,18.5,40.5,115.1,175.1,335.8,290,329.6,230.2,316.1,164.1,13.3,14.6,2042.9
Arunachal Pradesh,2014,19,101.9,80.3,86.7,299,415.8,392.4,599.6,343,35.1,20.1,10.2,2403.2
Arunachal Pradesh,2015,30.8,47.5,97.5,287.1,238.9,637.9,329.3,595.5,374.2,65.2,33.8,29.8,2767.5
Arunachal Pradesh,2016,29.4,73.2,128.4,333.1,278.9,379.4,620.1,145.7,532.9,172.7,8.4,4.6,2706.9
Arunachal Pradesh,2017,8.2,86.2,221.8,348.2,257.1,370.8,437.8,456.4,318.6,227.1,9.9,3.4,2745.3
Assam & Meghalaya,1961,11.5,19.7,253.8,123,355.8,335.4,352.9,347.4,226.1,128.1,34.8,6.9,2195.3
Assam & Meghalaya,1962,24.9,27.6,17.3,134.7,369,601.4,338.8,509.8,137.4,118.2,11.1,5.8,2295.9
Assam & Meghalaya,1963,3.3,7.9,51.1,183.3,288.4,596,557.3,432,211.7,144.1,29.4,7.2,2511.8
Assam & Meghalaya,1964,9.6,22.6,80.7,268.3,297.4,557.9,600.3,340.4,326.3,205.1,8.3,12.8,2729.6
Assam & Meghalaya,1965,5.1,73.6,52.5,158.2,327.1,501,399.6,422.1,304,82.4,60.8,12.5,2398.9
Assam & Meghalaya,1966,20,23.6,36.1,164.3,323.7,780.5,507.1,518.2,248.1,124.5,31.8,11.4,2789.3
Assam & Meghalaya,1967,11.4,37.3,105.9,112,287.5,395.7,497.7,258.9,300.6,97.6,14.5,4.2,2123.4
Assam & Meghalaya,1968,22.9,19.8,78.2,170.8,432.3,595,494.1,346,231.7,113.8,23.9,2.3,2530.8
Assam & Meghalaya,1969,27.4,1.8,99.7,178.7,254.1,567.2,461.1,446.7,185.4,80.9,27.5,1.8,2332.2
Assam & Meghalaya,1970,47,35.8,89.7,204.8,493.4,658.3,475.3,389.2,390.7,246.4,17.8,0.1,3048.4
Assam & Meghalaya,1971,36.9,18.4,37.6,142.9,236.3,437.1,407.9,474.8,231.6,199.5,80,12.1,2315.1
Assam & Meghalaya,1972,18,39.6,99.3,260.3,339.3,576.2,441,271,227.1,99.1,2.9,5.3,2379.1
Assam & Meghalaya,1973,9.8,82.8,28.9,252.1,324.5,634.4,364.6,395,348.6,128.7,67.4,35.3,2672.1
Assam & Meghalaya,1974,31.6,11.4,78.7,255.8,369.4,627,789.3,510.9,429.1,271,27.1,2.3,3403.5
Assam & Meghalaya,1975,10,22.3,18.8,227.9,321.2,337.6,522.4,314.8,299.1,172.7,18,5.8,2270.6
Assam & Meghalaya,1976,5.7,36.3,92.6,139.4,179.5,509.7,390.5,358.5,149.1,67.3,24.3,3.1,1956
Assam & Meghalaya,1977,9.1,16.2,74.4,375.1,391.6,405,461.3,461.9,176.9,175.7,47.7,21.8,2616.6
Assam & Meghalaya,1978,5,8.2,44.3,100.9,253.7,506.6,444,255.8,271.8,65,55.9,0.6,2011.9
Assam & Meghalaya,1979,3.3,8.7,38.2,93.8,225.6,307.8,640.1,252.4,342.3,216.6,23.4,36.2,2188.5
Assam & Meghalaya,1980,13.1,36.3,96.9,173.2,289.4,389.5,460,417.8,269.8,141.6,1,0.6,2289.2
Assam & Meghalaya,1981,29.6,30.7,91,152.1,251.5,273.1,543.5,340.7,274.5,47.5,9,36.1,2079.3
Assam & Meghalaya,1982,1.8,31.1,50.6,254.3,215.5,517.2,539.9,377.2,286.4,62,29.9,16.4,2382.2
Assam & Meghalaya,1983,16.4,37.8,90,165.9,278.2,362,582.9,450.2,449.1,156.7,7,24,2620
Assam & Meghalaya,1984,22.4,7.2,28.6,202.8,416,478.5,995.2,360.7,458,159.6,5.7,22.2,3157
Assam & Meghalaya,1985,8.7,32.3,152.6,268.1,335,496,714.6,349.4,335.1,74.4,15.8,19.7,2801.6
Assam & Meghalaya,1986,16.4,11.7,28,282.8,159.7,404.2,465,416.4,441.1,300.5,59.5,7.4,2592.8
Assam & Meghalaya,1987,8.8,27.8,110.4,197.6,199,525.8,766.5,433,445.4,157.8,37.6,11.9,2921.4
Assam & Meghalaya,1988,7.3,46.1,82.3,157.9,568.6,403.8,644.2,773.4,329.6,168.3,74.3,5.9,3261.7
Assam & Meghalaya,1989,10.5,51.6,30.4,183.4,260.1,488.8,747,267.9,425.8,194.1,16.2,6.5,2682.1
Assam & Meghalaya,1990,19.2,46.9,96.7,333.7,304.1,513.8,446.4,348.8,441.1,208.3,7,5.2,2771.2
Assam & Meghalaya,1991,13.7,30.2,62.1,175.7,495.8,517.8,440.5,388.2,437.3,226.2,9.4,41.1,2838
Assam & Meghalaya,1992,14.7,46.3,62,114.5,292.3,450.9,491.4,339.3,296.9,125,14.3,12.1,2259.8
Assam & Meghalaya,1993,73.3,96.9,86.1,138.5,374,619.5,576.9,477.5,296,130.3,8.2,2,2879.2
Assam & Meghalaya,1994,26.6,42.5,157.2,161.3,282,477.6,308.6,308.7,178.5,147,15.9,15.4,2121.3
Assam & Meghalaya,1995,8.7,39.7,42,145.7,299.1,663.3,558.4,543.3,404,80.7,94,7.1,2886.1
Assam & Meghalaya,1996,12.8,23.2,101.6,99.2,415.6,397.7,499.6,421.8,224.4,267.2,3.5,0.2,2466.9
Assam & Meghalaya,1997,18.2,40.7,91.8,131.9,241.8,569.9,511.2,315.5,366.8,36.4,12.6,35.4,2372.2
Assam & Meghalaya,1998,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1
Assam & Meghalaya,1999,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.2
Assam & Meghalaya,2000,20.5,13.7,65.9,238.5,375.1,540.2,313.3,513.2,299.9,83.9,22.2,0.4,2487
Assam & Meghalaya,2001,5.5,39.7,30.9,198.6,266.4,399.8,451.1,295.6,266.8,201.4,20.5,2.3,2178.4
Assam & Meghalaya,2002,20.2,5.7,83.3,279.9,286.9,502.5,565.1,312.5,209.7,49.5,69.4,7.9,2392.7
Assam & Meghalaya,2003,9.5,41.5,96.9,213.8,235.8,551.4,481.2,290.7,250,231.8,13,18.6,2434.1
Assam & Meghalaya,2004,15.3,19.5,72.8,340.8,342.2,397.9,848.4,286.2,317.2,340.8,6.5,6.6,2994.3
Assam & Meghalaya,2005,22.8,30.5,172.2,207.5,281.2,373.9,474.5,501.9,174.9,218.6,8.9,1.3,2468.3
Assam & Meghalaya,2006,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.6
Assam & Meghalaya,2007,1.5,73.7,23.5,242.7,219.8,489.7,682.7,308,494.7,164.7,47.7,4,2752.8
Assam & Meghalaya,2008,29.7,14.5,107.5,156.2,210.6,414.6,493.2,508.6,267.5,133.4,2.2,1.6,2339.7
Assam & Meghalaya,2009,7.9,11.6,44.9,134.9,246.5,321.1,426.3,533.8,192.3,135.9,9,4,2068.2
Assam & Meghalaya,2010,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.5
Assam & Meghalaya,2011,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.4
Assam & Meghalaya,2012,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4
Assam & Meghalaya,2013,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.4
Assam & Meghalaya,2014,2,28.3,29.3,51.5,351.1,426.4,374.4,484.6,420.2,35,3,0.4,2206.1
Assam & Meghalaya,2015,13.4,15.5,37.5,250.9,332.5,558.5,300.1,590.9,279.9,62.6,14,15.2,2470.9
Assam & Meghalaya,2016,18.9,15.9,64.1,327.8,334,369,498.4,185.3,271.2,136.5,38.2,7.4,2266.9
Assam & Meghalaya,2017,1.7,37.8,116.7,310.9,268.4,485.2,429,483.1,345.4,212.1,10.3,11,2711.7
Naga Mani Mizo Tripura,1961,9.5,37.5,193.3,76.9,212.1,332.5,316.5,342.8,258.8,96.1,24.4,0.8,1901.2
Naga Mani Mizo Tripura,1962,11.2,26.6,5.4,139.8,156.6,554.6,298.8,356.6,142.5,130.4,0,0,1822.5
Naga Mani Mizo Tripura,1963,0,4.6,50.7,179.3,278.5,687.9,510.3,383,494.6,373.4,6.5,1.2,2970
Naga Mani Mizo Tripura,1964,4,37.1,67.9,280.6,303.2,357.8,484.4,242,213.3,284.7,46.3,7.5,2328.7
Naga Mani Mizo Tripura,1965,1.9,61.5,35.9,59.4,169.5,520.5,373.4,323,262.2,164.1,22.6,37,2031
Naga Mani Mizo Tripura,1966,15,2.7,39.8,85.3,190.3,666.8,399.3,405,361.5,207,40.9,65.1,2478.6
Naga Mani Mizo Tripura,1967,51.5,33.6,129.5,195.8,247.8,311.7,388,334,341.3,184.8,10.9,1.1,2229.9
Naga Mani Mizo Tripura,1968,17.3,20.9,80.9,142.2,253.8,396.1,531.9,391,178.3,68.9,28.7,0,2110
Naga Mani Mizo Tripura,1969,20.1,2.4,124.6,189.8,73.5,606.6,868.3,1347.2,228.1,126.3,23.2,0,3610
Naga Mani Mizo Tripura,1970,45.8,306.3,103.6,160.1,315.9,541.7,976.7,836.7,486.2,425.6,116.7,1,4316.2
Naga Mani Mizo Tripura,1971,28.4,67.6,12.4,312.6,248,543.2,624,553.1,421.2,171.3,94.6,4.5,3080.7
Naga Mani Mizo Tripura,1972,4.5,46.3,32.8,145,169.1,235.6,262.7,270.8,129.6,45,12.5,0,1353.8
Naga Mani Mizo Tripura,1973,16.8,46,29.3,135.3,329,367.2,260,323.9,232.7,159.7,162.6,43.6,2105.8
Naga Mani Mizo Tripura,1974,8.9,2.4,98.7,160.7,218.8,438.1,517.3,361.5,273.4,167.8,81.8,0.2,2329.6
Naga Mani Mizo Tripura,1975,1.2,24.5,17.5,164.2,243.7,348.8,526.6,252.9,278.9,205.1,146.1,0.3,2209.7
Naga Mani Mizo Tripura,1976,3.3,51.3,113.7,187.8,287.1,861.1,507.8,365,175.1,64.8,34.2,0.1,2651.4
Naga Mani Mizo Tripura,1977,14.2,34.9,27.7,383.8,303.7,452,389.1,355.8,193,149.6,38.2,16.6,2358.5
Naga Mani Mizo Tripura,1978,0.7,4,51.6,147.5,449.4,496.7,357.8,277,273.9,70.4,21.6,0,2150.8
Naga Mani Mizo Tripura,1979,1.3,8.3,72.9,55.4,158.8,361.8,370,309.7,272.9,57.9,47.1,33.1,1749.2
Naga Mani Mizo Tripura,1980,7.2,42.4,101.6,145.7,461.5,373.3,327.4,312.1,364.4,168.5,0.1,0.7,2305
Naga Mani Mizo Tripura,1981,26.6,26.3,105.5,268,377.5,223.2,448.1,329.7,213.2,33.1,11.5,9.6,2072.2
Naga Mani Mizo Tripura,1982,0.1,54.8,73.8,224.6,103.3,371.9,373.6,466.3,284.5,32.8,38.1,3.7,2027.5
Naga Mani Mizo Tripura,1983,19.2,49.3,244.9,303.8,402.4,380.9,329.7,392.8,239.7,189,6.2,30.2,2588
Naga Mani Mizo Tripura,1984,17.4,1.8,5.1,121.1,743,514.6,255.3,387.2,250.2,120.4,9.1,28.8,2454
Naga Mani Mizo Tripura,1985,6.4,36.2,87.1,162.8,377.6,507.5,275.5,301.9,279.4,52.3,8.7,9.9,2105.3
Naga Mani Mizo Tripura,1986,8.8,7.3,17.7,263.4,153,325.5,376.9,364.6,355.8,311.7,131.2,26.3,2342.3
Naga Mani Mizo Tripura,1987,7.7,13.1,68.9,195,144.9,420.8,447.2,422.7,388.6,172.2,74,6.1,2361.3
Naga Mani Mizo Tripura,1988,0.4,33.6,83.5,141.9,470.2,466.4,540,407.4,298.6,298.6,75.3,4.3,2820.2
Naga Mani Mizo Tripura,1989,0.7,27.1,17.2,139.1,206.9,367.1,470.6,393.6,376.3,352.9,5.3,2.3,2359
Naga Mani Mizo Tripura,1990,0.2,32.5,197.6,274.9,314.6,380,387.9,344.7,339.4,168.2,99.3,42.9,2582.3
Naga Mani Mizo Tripura,1991,27.5,41.9,64.1,253.5,619.4,456.6,297.3,326,387.3,291.4,28,58.9,2851.9
Naga Mani Mizo Tripura,1992,4.4,67.1,23.3,95.7,250.2,343.8,439.1,397.2,323.6,243.2,25.4,8.5,2221.4
Naga Mani Mizo Tripura,1993,11.1,139.3,92.8,155.4,499.4,539.6,530.9,428.9,302.9,165.4,16,0,2881.7
Naga Mani Mizo Tripura,1994,9.5,30.1,219.3,134.7,130.7,256.2,305.7,335.7,161.6,102,27,0,1712.5
Naga Mani Mizo Tripura,1995,5.4,36.5,52,68.7,254.5,425.8,403.6,495.9,312.5,129.7,155.3,0.2,2340.2
Naga Mani Mizo Tripura,1996,8.1,30,153.9,97.3,284.2,314,395.1,363.5,341.3,179.7,18.8,8.7,2194.5
Naga Mani Mizo Tripura,1997,11.3,23.7,134.4,112,255,334,598.5,273.9,361.6,48.6,17.8,41.3,2212
Naga Mani Mizo Tripura,1998,28.1,31.6,136.4,164.6,352.2,297.6,480.6,367.3,222.3,97.9,46.5,0.3,2225.4
Naga Mani Mizo Tripura,1999,2.2,0,33.5,26.3,397.5,358.4,422.7,391.3,338.5,227.7,16.5,18.3,2233
Naga Mani Mizo Tripura,2000,22.5,26.1,129.1,214.2,403.6,325.4,269.2,465,298.3,185.2,24.2,1.1,2363.9
